,date,author,converation,replies number,likes number,rewteet number
72,2023-02-03 15:25:29+00:00,cathiedwood,@CathieDWood Let’s go Cathie!! Tesla $200!! 🙏 🚀,0,1,1
73,2023-02-03 14:27:18+00:00,cathiedwood,@CathieDWood Well....,0,0,0
74,2023-02-03 13:31:40+00:00,cathiedwood,"@CathieDWood You need a vacation to recharge your battery, big fan of your intellect and your knowledge on Tesla. Best for you ❤️",0,0,0
75,2023-02-03 12:49:41+00:00,cathiedwood,"@CathieDWood knows that @POTUS just SCREWED America yet again with his 20-year Minnesota mineral mining ban, so America will again be forced to rely on China for rare earth metals.  Cathie knows Elon is ""china-safe"", but the rest are screwed...  $TSLA",0,0,0
76,2023-02-03 09:30:08+00:00,cathiedwood,@CathieDWood @ARKInvest Thanks for sharing! In which platform the bioeconomy components fit ? Where is Biotech or Synthetic Biology? 🥹,0,0,0
77,2023-02-03 05:25:35+00:00,cathiedwood,@CathieDWood this you? The new nasdaq? Idiot https://t.co/ibpP9Dwv9s,0,0,0
78,2023-02-03 04:34:52+00:00,cathiedwood,"@CathieDWood man, you are diamond 💎 hand queen 🫅 but when all is set and done will be cool, for now we celebrate daily wins!",0,0,0
79,2023-02-03 03:07:25+00:00,cathiedwood,"@CathieDWood @wintonARK @TashaARK @skorusARK @sbarnettARK @downingARK Only thing lacking is I guess your 5 year stock performance. Last 5 yr was dud, I guess next 5 trillion?",1,1,0
80,2023-02-03 02:01:26+00:00,cathiedwood,"@CathieDWood today called her $ARKK fund “the new Nasdaq”.  

Pride cometh before the fall……",0,0,0
81,2023-02-03 01:45:30+00:00,cathiedwood,"@CathieDWood you dont even believe that shit, do you?",0,0,0
82,2023-02-03 00:07:02+00:00,cathiedwood,@CathieDWood still predicts a $500K #bitcoin by 2030! https://t.co/J5mTz7gA0N,0,0,0
83,2023-02-02 22:35:44+00:00,cathiedwood,"@CathieDWood @ARKInvest ...
earlier @BloombergRadio @BloombergTV 

$$ARKK ""is the new Nasdaq""

“Innovation was one of the biggest victims of the massive interest rate increase we saw last year,” she said. “We felt it every time chairman Powell spoke.”",1,2,0
84,2023-02-02 21:44:23+00:00,cathiedwood,@CathieDWood @ARKInvest @RemindMe_OfThis in 2030,0,0,0
85,2023-02-02 21:24:36+00:00,cathiedwood,@CathieDWood and the rest of us innovation investors are having a great week and year so far. #arkk,0,1,0
86,2023-02-02 21:03:45+00:00,cathiedwood,@CathieDWood good appearance,0,0,0
87,2023-02-02 20:54:08+00:00,cathiedwood,"@CathieDWood #BTC Is never going to $1mil. Someone please get this crackhead off the tele

$spy $qqq https://t.co/T2ljt8taee",0,0,0
88,2023-02-02 20:50:53+00:00,cathiedwood,"@CathieDWood @ARKInvest @jimcramer @MadMoneyOnCNBC @elonmusk @Twitter @JeffBezos @ajassy @amazon 

#ICYMI: Fintech firm @FISGlobal has laid off 2,600 employees as part of ongoing strategic review. 👀 $FIS",0,0,0
89,2023-02-02 20:39:28+00:00,cathiedwood,"@CathieDWood @ARKInvest I just finished reading it all and well done @CathieDWood (and the rest of the @ARKInvest team) - very great document, easy to understand, visual and well summarized to inspire and show us the potential of these great technology platforms.",0,5,0
90,2023-02-02 20:38:58+00:00,cathiedwood,@CathieDWood about to buy a stake in GameStop 🔮 #blockchain #videogames #web3,0,0,0
91,2023-02-02 20:24:37+00:00,cathiedwood,@CathieDWood fails to recognize most ordinary people in emerging markets with inflation can't afford to buy or mine #bitcoin. Pi cryptocurrency is free to mine and accessible to everyone. Pi is the people's insurance policy against inflation. @PiCoreTeam,0,1,0
92,2023-02-02 19:52:38+00:00,cathiedwood,"@CathieDWood @ARKInvest @jimcramer @MadMoneyOnCNBC @elonmusk @TeslaSolar @GM @mtbarra @TheAESCorp

#ICYMI: @EDF_Renewables Has Signed an Agreement with @thermofisher for Millers Branch #Solar Project. ☀️👀 $TMO #RenewableEnergy",0,0,0
93,2023-02-02 19:23:49+00:00,cathiedwood,"@CathieDWood “I am sure that there are individuals in the troubled spots in the world, Russia and the China […] who are looking for that fallback in case something wrong happens”. Her thesis about why #bitcoin should be considered safe is the most disgusting and unethical thing https://t.co/rqxC88O8ll",1,0,0
94,2023-02-02 18:58:22+00:00,cathiedwood,"@CathieDWood believes that people living in these emerging markets need a backup plan and an insurance policy, and that #Bitcoin can fulfill this need.

#crypto #btc #cryptoadoption #inflation",1,0,0
95,2023-02-02 18:37:51+00:00,cathiedwood,"@CathieDWood @ARKInvest @jimcramer @MadMoneyOnCNBC @elonmusk @Twitter @JeffBezos 

#ICYMI: The Consumer Financial Protection Bureau (@CFPB) has proposed an initiative or a rule to curb excessive credit card late fees that cost American families about $12 billion each year.",1,0,0
96,2023-02-02 17:46:57+00:00,cathiedwood,@CathieDWood is back https://t.co/9XNEji4Wku,0,0,0
97,2023-02-02 16:59:16+00:00,cathiedwood,"@CathieDWood @ARKInvest @jimcramer @MadMoneyOnCNBC @elonmusk @Twitter @CRISPRTX @RichShippy @bionanogenomics @FateThx @AllogeneTx @BeamTx
@davidrliu @NicoleGaudelli

#ICYMI: Chinese scientists’ stem cell experiment raises hopes for effective Parkinson’s disease treatment. 📰👀",0,0,0
98,2023-02-02 16:19:15+00:00,cathiedwood,"@CathieDWood will be bullish on $imgnAI 

https://t.co/eap1zz7dT6",0,1,0
99,2023-02-02 15:47:26+00:00,cathiedwood,"@CathieDWood 
*Walter Bloomberg
@DeItaone
·
11m
NASDAQ 100 INDEX CLIMBS 3% TO HIGHEST SINCE SEPT. 12",0,0,0
100,2023-02-02 15:30:23+00:00,cathiedwood,@CathieDWood Love this! CDNs seemed missed too,1,0,0
101,2023-02-02 14:42:54+00:00,cathiedwood,@CathieDWood 3D Printing ETF $PRNT is starting to print again!,0,0,0
102,2023-02-02 14:11:42+00:00,cathiedwood,@CathieDWood #muln makes a nice EV,0,1,0
103,2023-02-02 11:35:17+00:00,cathiedwood,@CathieDWood @ARKInvest Since you think Bitcoin could go to $1.6M and you said yesterday it was your greatest investment why isn’t in your portfolio anymore? In fact why isn’t it #1 in your portfolio?,0,0,0
104,2023-02-02 10:53:37+00:00,cathiedwood,"@CathieDWood @ARKInvest @jimcramer @MadMoneyOnCNBC @elonmusk @Twitter @WhiteHouse @DeptofDefense @SecDef @PentagonPresSec

NEWS: Scientists in Beijing said they have developed a generator that can turn hot gas moving at hypersonic speeds into an intense electric current capable",1,0,0
105,2023-02-02 10:06:56+00:00,cathiedwood,"@CathieDWood @ARKInvest @jimcramer @MadMoneyOnCNBC @WovenPlanet_GL @Toyota @GM @mtbarra @energigune_brta @GencorPower @PlugPowerInc @fuelcellsworks @FuelCell_Energy 

NEWS: Japan’s @Honda is expanding the use of #hydrogen to include trucks and construction equipment, electricity",1,1,0
106,2023-02-02 08:47:48+00:00,cathiedwood,@CathieDWood @ARKInvest 😂😂 whatever stuff your on I want some of it,0,0,0
107,2023-02-02 07:42:48+00:00,cathiedwood,@CathieDWood predicts the delivery robot market will grow to $1 trillion by 2030 #robotdelivers OttonomyIO #Ottobots,0,0,0
108,2023-02-02 07:17:26+00:00,cathiedwood,@CathieDWood @ARKInvest https://t.co/fq1i2YTYtE,0,0,0
109,2023-02-02 06:58:06+00:00,cathiedwood,@CathieDWood @ARKInvest You are such a joke. Any sense of what the global GDP is right now?,0,0,0
110,2023-02-02 06:28:18+00:00,cathiedwood,@CathieDWood @ARKInvest 💀💀💀💀💀💀💀,0,0,0
111,2023-02-02 04:27:45+00:00,cathiedwood,@CathieDWood AI chat negotiations are the big idea looking towards 2025,0,0,0
112,2023-02-02 04:19:39+00:00,cathiedwood,"@CathieDWood pitching her ETFs like a shitcoin pumper - ""DeenoCoin could 15x before the end of this year!!!""",0,1,0
113,2023-02-02 03:36:31+00:00,cathiedwood,"@CathieDWood you are a 💎🔥🙏 and inspiration to so many people, including girls and women!

Please do a space with us @UnstoppableWoW3 @sandy_carter",0,0,0
114,2023-02-02 03:32:34+00:00,cathiedwood,"@CathieDWood @ARKInvest I wonder if research takes into account the human element? Gen Z wastes time on Instagram to be an influencer, on MrBeast videos on YouTube, and OnlyFans. They drink coffee and craft beer. And they want a raise because they show up to work. Is this included in disruptiveness?",0,0,0
115,2023-02-02 02:53:38+00:00,cathiedwood,"@CathieDWood says we are at the verge of a robotic revolution in the world. I couldn't agree more with her. As is well known, this will likely have important implications for the demand for #lithium.",0,1,0
116,2023-02-02 01:47:11+00:00,cathiedwood,@CathieDWood says in 2030 you could die,0,0,0
117,2023-02-02 01:38:39+00:00,cathiedwood,@CathieDWood @ARKInvest Love you.  Thank you.,0,0,0
118,2023-02-02 01:20:55+00:00,cathiedwood,@CathieDWood @ARKInvest again BIG numbers....200trillion will not happen in your lifetime.,0,0,0
119,2023-02-02 01:09:33+00:00,cathiedwood,@CathieDWood @ARKInvest @CathieDWood Projecting #Amazon  average growth rates of humans (34%) and robots (87%) employed during 2013-2022 suggests that in 2026 robots will surpass humans in numbers.  Very likely to reach a tipping point during 2024-2025. Massive unemployment is coming..,0,0,0
120,2023-02-02 01:01:16+00:00,cathiedwood,@CathieDWood will be joining 💯,0,0,0
121,2023-02-02 01:00:15+00:00,cathiedwood,@CathieDWood @ARKInvest Someone teach her.. lol,0,0,0
122,2023-02-02 00:26:23+00:00,cathiedwood,@CathieDWood @ARKInvest Someone please come up with an Inverse Cathie Wood ETF.,0,0,0
123,2023-02-02 00:16:14+00:00,cathiedwood,"@CathieDWood @ARKInvest joining @BloombergRadio @BloombergTV @YouTube @BW
tomorrow at 3:30pm ET. 

Join @timsteno + me in our conversation on  Ark's 
""Big Ideas 2023"" .....

What would you want to know? https://t.co/uKcIrFD938",0,3,1
124,2023-02-02 00:15:47+00:00,cathiedwood,@CathieDWood I would read your book if you made one,1,0,0
125,2023-02-01 23:59:21+00:00,cathiedwood,"@CathieDWood @wintonARK @TashaARK @skorusARK @sbarnettARK @downingARK Lol. Your marketing team is definitely better than your analysts. When your investment performance is as bad as ARKs, “phenomenally bad” would be a more apt adjective for your analysts.",0,0,0
126,2023-02-01 23:21:15+00:00,cathiedwood,@CathieDWood @ARKInvest @turc35,0,0,0
127,2023-02-01 22:34:24+00:00,cathiedwood,@CathieDWood @ARKInvest https://t.co/050b1LNFyU,0,21,0
128,2023-02-01 22:33:58+00:00,cathiedwood,@CathieDWood @ARKInvest The Global GDP is 100 Trillion. I think you should fire all the research and data analysts in your company,0,0,0
129,2023-02-01 21:47:32+00:00,cathiedwood,"@CathieDWood @ARKInvest Jesus, your graphic design is stunning.  Let’s hope your returns are as well 👍",0,0,0
130,2023-02-01 20:59:14+00:00,cathiedwood,@CathieDWood @ARKInvest @ARKInvest will be proven right when everything is said and done. See everyone in a few years 🤘🏻,0,1,0
131,2023-02-01 20:54:53+00:00,cathiedwood,@CathieDWood @ARKInvest It could... but will it?,0,0,0
132,2023-02-01 20:53:07+00:00,cathiedwood,"@CathieDWood @ARKInvest Thank you, this is very insightful!

It's comforting that we are back in ARKK, as 2023 seems to be a comeback year for exponential growth business",0,0,0
133,2023-02-01 20:48:46+00:00,cathiedwood,@CathieDWood @ARKInvest All about the trillions! https://t.co/DIG5U2M5T2,0,0,0
134,2023-02-01 20:11:51+00:00,cathiedwood,@CathieDWood I bought more of your ARKK this morning at 39.93.😊😊,0,0,0
135,2023-02-01 20:03:58+00:00,cathiedwood,"@CathieDWood @ARKInvest Cathie, can I apply to be a quant on your team? It seems like a great job because I can just make up numbers and you’ll believe them. Let me know!",0,13,0
136,2023-02-01 19:52:56+00:00,cathiedwood,@CathieDWood @ARKInvest HHahhahahhahahahhaha https://t.co/1F6hOZsnCY,0,0,0
137,2023-02-01 19:44:03+00:00,cathiedwood,@CathieDWood @ARKInvest https://t.co/W6GWjqXAUu,0,0,0
138,2023-02-01 19:31:28+00:00,cathiedwood,"@CathieDWood @ARKInvest @jimcramer @MadMoneyOnCNBC @elonmusk @Tesla 

Below are some old news from @Generac. Have a look. 👀 $GNRC 

#ICYMI: @Generac to Expand its Clean Energy Offering with the Addition of Residential #EV Chargers.

https://t.co/j1zCWi7Jgp",1,0,0
139,2023-02-01 19:25:17+00:00,cathiedwood,@CathieDWood @ARKInvest I'd love to know what recreational drugs you and your team uses.,0,0,0
140,2023-02-01 19:19:08+00:00,cathiedwood,@CathieDWood @ARKInvest How did you come up with that $13 Trillion base figure for disruptive innovation platforms? That is like 13-14% of estimated 2022 global GDP.,2,2,0
141,2023-02-01 19:10:43+00:00,cathiedwood,"@CathieDWood @ARKInvest Good thing GM doesn't understand ""change:. Adaptation is a better way to look at progress in life and business.  Tesla would die for that GM earnings report - which is probably believable actually
 ""Could"" is your big word. ""won't"" is the reality.",0,0,0
142,2023-02-01 19:02:39+00:00,cathiedwood,@CathieDWood @ARKInvest down to help but only for squishy bio stuff,0,0,0
143,2023-02-01 18:59:28+00:00,cathiedwood,@CathieDWood @ARKInvest https://t.co/0zxJwZuoKR,0,12,0
144,2023-02-01 18:49:15+00:00,cathiedwood,@CathieDWood @ARKInvest https://t.co/TdyLu68Ome,0,0,0
145,2023-02-01 18:47:05+00:00,cathiedwood,@CathieDWood  Why is Allspring jacking your intro w/ the balls.,0,0,0
146,2023-02-01 18:45:37+00:00,cathiedwood,@CathieDWood @ARKInvest Wow impressive work ark team 🚀🚀🚀,0,0,0
147,2023-02-01 18:35:58+00:00,cathiedwood,"@CathieDWood @ARKInvest @jimcramer @MadMoneyOnCNBC @elonmusk @Twitter @JeffBezos @ajassy @amazon 

#ICYMI: According to @github's statement, unknown attackers have cloned and accessed its code repositories using a compromised Personal Access Token, and stole certificates of",1,1,0
148,2023-02-01 18:32:55+00:00,cathiedwood,"@CathieDWood @ARKInvest ""According to our research"" 😂",0,0,0
149,2023-02-01 18:30:36+00:00,cathiedwood,@CathieDWood @ARKInvest https://t.co/xLhDy3UQOK,0,0,0
150,2023-02-01 18:12:55+00:00,cathiedwood,"@CathieDWood @ARKInvest Cathie 

Global GDP is currently $100T 

This is what the ARK team is modelling https://t.co/PkB4Y2mSEx",75,1409,60
151,2023-02-01 17:49:25+00:00,cathiedwood,@CathieDWood @ARKInvest Save this claim for future reference,0,0,0
152,2023-02-01 17:18:52+00:00,cathiedwood,@CathieDWood @ARKInvest https://t.co/S4GiVXSwc1,0,0,0
153,2023-02-01 17:04:03+00:00,cathiedwood,@CathieDWood @ARKInvest https://t.co/UR30p0ScD2,0,0,0
154,2023-02-01 16:53:44+00:00,cathiedwood,@CathieDWood @ARKInvest It’s 2/1 how are you on the 7th version this year?,0,0,0
155,2023-02-01 16:32:46+00:00,cathiedwood,"@CathieDWood I had mentioned @TomSiebel $AI - it’s up 80% in 2 weeks. This is going to IPO price of $42 first! C3 Applications are A++! $NVDA AI? Funny! $MSFT $GOOG $AAPL C3 is Oil, Gas, Finance, Heath, Defense…You name it! Cathie add a little. Not everything you buy needs 5 yrs",0,0,0
156,2023-02-01 16:30:37+00:00,cathiedwood,@CathieDWood @ARKInvest Impossible to download on an iPhone. Not the most innovative ændring page i have seen ;-),0,0,0
157,2023-02-01 16:26:18+00:00,cathiedwood,@CathieDWood says #BTC could hit $1.4M by 2030.,0,0,0
158,2023-02-01 16:04:26+00:00,cathiedwood,@CathieDWood @ARKInvest I don't think the debate should be whether or not these companies are disruptive. The debate should be: Do disruptive companies make great investments? Buffett would say no. Take a look at the best performing companies over the decades and you will see a lack of disruption.,2,0,1
159,2023-02-01 16:00:55+00:00,cathiedwood,"@CathieDWood @ARKInvest How many of these ""disruptive companies"" in your current portfolio are growing at 40%?",0,0,0
160,2023-02-01 15:57:14+00:00,cathiedwood,@CathieDWood @ARKInvest You once said Tesla is worth 3000$ a share,0,0,0
161,2023-02-01 15:45:17+00:00,cathiedwood,@CathieDWood @ARKInvest All in with Tesla !!! They will be the future the next Apple !!!,0,0,0
162,2023-02-01 15:30:39+00:00,cathiedwood,"@CathieDWood @ARKInvest Entire report discredited and disregarded the second I saw ""Bitcoin could exceed $1million by 2030."" Grasping at straws.",0,0,0
163,2023-02-01 14:56:48+00:00,cathiedwood,@CathieDWood @ARKInvest @mallik70 … no comment,1,1,0
164,2023-02-01 14:54:45+00:00,cathiedwood,@CathieDWood @ARKInvest https://t.co/9KVfloEoMY,0,0,0
165,2023-02-01 14:51:33+00:00,cathiedwood,"@CathieDWood 
March 4th, Miami Beach
GA tickets, free of charge: https://t.co/PBUcd0tstX
Need we say more",0,3,1
166,2023-02-01 14:44:50+00:00,cathiedwood,"@CathieDWood stated this morning that @amazon implements 1,000 robots into its workforce daily. Currently, 1/3 of Amazon employees are Robots. @_masterinvestor by 2030, Amazon will significantly cut its cost of operations; how will this impact the company's stock price?",0,0,0
